account_id,district_id,frequency,Account_type,date_joined,Account_Owner_Type
646,51,POPLATEK MESICNE,Savings account,1996-01-06,Single Owner
2548,57,POPLATEK MESICNE,NRI account,1996-01-06,Single Owner
7828,36,POPLATEK MESICNE,Salary account,1996-01-05,Single Owner
9024,1,POPLATEK MESICNE,Savings account,1996-01-05,Single Owner
1711,63,POPLATEK MESICNE,NRI account,1996-01-05,Single Owner
2223,44,POPLATEK MESICNE,Salary account,1996-01-05,Single Owner
1455,66,POPLATEK MESICNE,Salary account,1996-01-03,Single Owner
1311,60,POPLATEK MESICNE,NRI account,1996-01-03,Joint Account
6678,54,POPLATEK MESICNE,Salary account,1996-01-03,Single Owner
145,31,POPLATEK MESICNE,Savings account,1996-01-03,Single Owner
312,41,POPLATEK MESICNE,Salary account,1996-01-03,Single Owner
2233,43,POPLATEK MESICNE,Salary account,1996-01-03,Single Owner
3530,34,POPLATEK MESICNE,Savings account,1996-01-03,Single Owner
3278,4,POPLATEK MESICNE,NRI account,1996-01-02,Single Owner
2811,4,POPLATEK MESICNE,Savings account,1996-01-02,Single Owner
1670,12,POPLATEK MESICNE,Salary account,1996-01-02,Joint Account
275,29,POPLATEK MESICNE,Salary account,1996-01-02,Single Owner
3968,36,POPLATEK MESICNE,NRI account,1996-01-01,Single Owner
2159,1,POPLATEK MESICNE,Salary account,1996-01-01,Single Owner
849,1,POPLATEK MESICNE,Savings account,1996-01-01,Single Owner
2288,69,POPLATEK MESICNE,NRI account,1996-01-01,Single Owner
3051,9,POPLATEK MESICNE,NRI account,1996-01-01,Single Owner
946,21,POPLATEK MESICNE,Savings account,1996-01-01,Single Owner
2075,33,POPLATEK MESICNE,Savings account,1996-01-01,Single Owner
8931,63,POPLATEK TYDNE,NRI account,1996-01-01,Single Owner
9225,11,POPLATEK MESICNE,NRI account,1996-01-01,Joint Account
3559,18,POPLATEK MESICNE,Salary account,1995-12-30,Single Owner
2780,63,POPLATEK MESICNE,NRI account,1995-12-29,Single Owner
3273,74,POPLATEK MESICNE,Salary account,1995-12-29,Single Owner
4462,73,POPLATEK TYDNE,NRI account,1995-12-27,Single Owner
3814,74,POPLATEK MESICNE,Savings account,1995-12-27,Single Owner
84,44,POPLATEK PO OBRATU,Salary account,1995-12-25,Single Owner
4439,30,POPLATEK MESICNE,Savings account,1995-12-25,Single Owner
3587,64,POPLATEK MESICNE,Savings account,1995-12-24,Single Owner
4269,26,POPLATEK MESICNE,NRI account,1995-12-24,Single Owner
3338,25,POPLATEK MESICNE,Savings account,1995-12-24,Single Owner
3655,1,POPLATEK MESICNE,Salary account,1995-12-24,Single Owner
957,70,POPLATEK MESICNE,NRI account,1995-12-22,Single Owner
1682,49,POPLATEK MESICNE,Salary account,1995-12-22,Single Owner
2630,64,POPLATEK MESICNE,Salary account,1995-12-21,Single Owner
3092,46,POPLATEK MESICNE,NRI account,1995-12-20,Single Owner
5661,53,POPLATEK MESICNE,Savings account,1995-12-20,Single Owner
809,36,POPLATEK MESICNE,NRI account,1995-12-20,Single Owner
522,17,POPLATEK MESICNE,NRI account,1995-12-20,Joint Account
2095,56,POPLATEK MESICNE,NRI account,1995-12-19,Single Owner
1137,60,POPLATEK MESICNE,Salary account,1995-12-19,Joint Account
2570,1,POPLATEK MESICNE,Savings account,1995-12-19,Single Owner
1212,70,POPLATEK MESICNE,NRI account,1995-12-18,Single Owner
8039,9,POPLATEK MESICNE,NRI account,1995-12-17,Single Owner
3205,1,POPLATEK MESICNE,Savings account,1995-12-17,Joint Account
5477,57,POPLATEK MESICNE,NRI account,1995-12-17,Single Owner
3476,3,POPLATEK MESICNE,Savings account,1995-12-16,Joint Account
5001,53,POPLATEK MESICNE,NRI account,1995-12-15,Single Owner
1469,67,POPLATEK MESICNE,NRI account,1995-12-15,Single Owner
791,49,POPLATEK MESICNE,Salary account,1995-12-14,Single Owner
3858,2,POPLATEK MESICNE,NRI account,1995-12-14,Single Owner
2237,26,POPLATEK MESICNE,Savings account,1995-12-13,Single Owner
1917,73,POPLATEK MESICNE,NRI account,1995-12-13,Single Owner
1685,28,POPLATEK MESICNE,NRI account,1995-12-13,Joint Account
924,11,POPLATEK MESICNE,Savings account,1995-12-09,Single Owner
3305,13,POPLATEK MESICNE,Salary account,1995-12-09,Single Owner
2692,28,POPLATEK MESICNE,NRI account,1995-12-08,Single Owner
6927,74,POPLATEK TYDNE,Savings account,1995-12-08,Single Owner
2374,1,POPLATEK MESICNE,Salary account,1995-12-07,Single Owner
1104,39,POPLATEK MESICNE,Savings account,1995-12-07,Single Owner
474,61,POPLATEK MESICNE,Savings account,1995-12-06,Single Owner
633,57,POPLATEK MESICNE,Salary account,1995-12-06,Single Owner
1825,3,POPLATEK MESICNE,Salary account,1995-12-05,Single Owner
253,46,POPLATEK MESICNE,Savings account,1995-12-05,Single Owner
2437,1,POPLATEK MESICNE,Salary account,1995-12-04,Single Owner
2309,18,POPLATEK MESICNE,Savings account,1995-12-03,Joint Account
2851,17,POPLATEK MESICNE,Salary account,1995-12-02,Single Owner
2803,58,POPLATEK MESICNE,Salary account,1995-12-01,Single Owner
1901,15,POPLATEK MESICNE,Salary account,1995-12-01,Single Owner
3525,70,POPLATEK MESICNE,Salary account,1995-12-01,Single Owner
3320,1,POPLATEK MESICNE,Salary account,1995-12-01,Single Owner
452,63,POPLATEK MESICNE,Savings account,1995-11-29,Single Owner
3783,40,POPLATEK MESICNE,Savings account,1995-11-29,Single Owner
3189,29,POPLATEK MESICNE,NRI account,1995-11-29,Single Owner
3689,8,POPLATEK MESICNE,Salary account,1995-11-29,Single Owner
728,60,POPLATEK MESICNE,Savings account,1995-11-28,Single Owner
3970,24,POPLATEK MESICNE,NRI account,1995-11-28,Single Owner
8169,29,POPLATEK MESICNE,Salary account,1995-11-28,Single Owner
3973,20,POPLATEK MESICNE,NRI account,1995-11-27,Single Owner
2043,46,POPLATEK MESICNE,NRI account,1995-11-27,Single Owner
2003,32,POPLATEK MESICNE,NRI account,1995-11-27,Single Owner
557,1,POPLATEK MESICNE,Savings account,1995-11-26,Single Owner
3490,48,POPLATEK MESICNE,NRI account,1995-11-26,Single Owner
2015,68,POPLATEK MESICNE,Salary account,1995-11-25,Joint Account
2341,33,POPLATEK MESICNE,Salary account,1995-11-25,Single Owner
565,39,POPLATEK MESICNE,NRI account,1995-11-25,Single Owner
337,17,POPLATEK MESICNE,Salary account,1995-11-25,Joint Account
3780,44,POPLATEK MESICNE,Salary account,1995-11-25,Joint Account
10411,39,POPLATEK PO OBRATU,Savings account,1995-11-23,Single Owner
2783,43,POPLATEK MESICNE,NRI account,1995-11-23,Single Owner
9017,70,POPLATEK MESICNE,NRI account,1995-11-22,Single Owner
486,33,POPLATEK MESICNE,NRI account,1995-11-21,Single Owner
1395,1,POPLATEK MESICNE,Savings account,1995-11-21,Single Owner
1341,36,POPLATEK MESICNE,NRI account,1995-11-21,Single Owner
1357,56,POPLATEK MESICNE,NRI account,1995-11-20,Single Owner
3772,7,POPLATEK MESICNE,Savings account,1995-11-20,Single Owner
3148,33,POPLATEK MESICNE,Salary account,1995-11-19,Single Owner
933,21,POPLATEK MESICNE,Salary account,1995-11-18,Single Owner
3229,64,POPLATEK MESICNE,Savings account,1995-11-18,Single Owner
1700,64,POPLATEK MESICNE,NRI account,1995-11-18,Single Owner
2836,42,POPLATEK MESICNE,NRI account,1995-11-18,Joint Account
338,49,POPLATEK MESICNE,Savings account,1995-11-18,Single Owner
3303,1,POPLATEK MESICNE,NRI account,1995-11-17,Single Owner
2516,6,POPLATEK MESICNE,Salary account,1995-11-16,Single Owner
3767,1,POPLATEK MESICNE,NRI account,1995-11-15,Single Owner
348,25,POPLATEK MESICNE,NRI account,1995-11-15,Single Owner
1867,52,POPLATEK MESICNE,Savings account,1995-11-15,Single Owner
487,40,POPLATEK MESICNE,Salary account,1995-11-14,Joint Account
3572,65,POPLATEK MESICNE,NRI account,1995-11-12,Single Owner
1030,57,POPLATEK MESICNE,Savings account,1995-11-12,Single Owner
968,74,POPLATEK MESICNE,NRI account,1995-11-11,Joint Account
810,46,POPLATEK MESICNE,Savings account,1995-11-11,Joint Account
1760,53,POPLATEK MESICNE,Savings account,1995-11-11,Joint Account
2550,67,POPLATEK MESICNE,NRI account,1995-11-11,Single Owner
1599,57,POPLATEK MESICNE,NRI account,1995-11-10,Single Owner
11079,16,POPLATEK MESICNE,Savings account,1995-11-10,Single Owner
1044,14,POPLATEK MESICNE,Savings account,1995-11-09,Single Owner
1945,56,POPLATEK MESICNE,Salary account,1995-11-09,Single Owner
9790,52,POPLATEK MESICNE,NRI account,1995-11-09,Joint Account
9928,60,POPLATEK MESICNE,NRI account,1995-11-09,Joint Account
2580,60,POPLATEK MESICNE,NRI account,1995-11-09,Joint Account
2157,77,POPLATEK MESICNE,Salary account,1995-11-08,Single Owner
2051,64,POPLATEK TYDNE,NRI account,1995-11-08,Single Owner
3061,76,POPLATEK MESICNE,NRI account,1995-11-08,Single Owner
3111,60,POPLATEK MESICNE,Savings account,1995-11-08,Single Owner
1691,48,POPLATEK MESICNE,Savings account,1995-11-08,Single Owner
155,58,POPLATEK MESICNE,Savings account,1995-11-07,Single Owner
3945,50,POPLATEK MESICNE,NRI account,1995-11-07,Joint Account
3384,14,POPLATEK MESICNE,Savings account,1995-11-05,Single Owner
257,11,POPLATEK MESICNE,Salary account,1995-11-05,Single Owner
479,1,POPLATEK MESICNE,Salary account,1995-11-05,Single Owner
3764,69,POPLATEK MESICNE,Salary account,1995-11-05,Single Owner
820,74,POPLATEK MESICNE,Salary account,1995-11-04,Single Owner
9353,59,POPLATEK MESICNE,NRI account,1995-11-03,Joint Account
1403,17,POPLATEK MESICNE,Savings account,1995-11-02,Single Owner
1629,10,POPLATEK MESICNE,NRI account,1995-11-02,Joint Account
10710,19,POPLATEK MESICNE,NRI account,1995-10-30,Single Owner
2871,52,POPLATEK MESICNE,Savings account,1995-10-30,Single Owner
3080,57,POPLATEK MESICNE,NRI account,1995-10-29,Single Owner
2621,55,POPLATEK MESICNE,NRI account,1995-10-29,Single Owner
1238,1,POPLATEK MESICNE,Salary account,1995-10-29,Joint Account
3637,53,POPLATEK MESICNE,Salary account,1995-10-28,Single Owner
2481,1,POPLATEK MESICNE,Savings account,1995-10-28,Single Owner
1426,40,POPLATEK MESICNE,Savings account,1995-10-27,Single Owner
602,43,POPLATEK MESICNE,Savings account,1995-10-27,Single Owner
1756,38,POPLATEK MESICNE,Salary account,1995-10-26,Single Owner
2500,61,POPLATEK MESICNE,Savings account,1995-10-26,Single Owner
2727,1,POPLATEK MESICNE,Salary account,1995-10-25,Single Owner
10520,55,POPLATEK PO OBRATU,Salary account,1995-10-24,Single Owner
2515,64,POPLATEK MESICNE,Salary account,1995-10-24,Single Owner
10762,1,POPLATEK MESICNE,Salary account,1995-10-23,Single Owner
3131,21,POPLATEK MESICNE,NRI account,1995-10-23,Single Owner
2235,45,POPLATEK MESICNE,Savings account,1995-10-22,Single Owner
2487,42,POPLATEK MESICNE,Salary account,1995-10-22,Single Owner
1206,70,POPLATEK MESICNE,Savings account,1995-10-21,Joint Account
501,13,POPLATEK MESICNE,NRI account,1995-10-21,Single Owner
3200,17,POPLATEK PO OBRATU,NRI account,1995-10-20,Single Owner
3646,63,POPLATEK TYDNE,NRI account,1995-10-20,Joint Account
1142,74,POPLATEK MESICNE,Savings account,1995-10-19,Single Owner
762,76,POPLATEK MESICNE,NRI account,1995-10-18,Single Owner
319,47,POPLATEK TYDNE,NRI account,1995-10-17,Single Owner
336,62,POPLATEK MESICNE,Salary account,1995-10-16,Single Owner
308,61,POPLATEK MESICNE,Salary account,1995-10-16,Single Owner
4650,4,POPLATEK MESICNE,NRI account,1995-10-15,Single Owner
2255,52,POPLATEK MESICNE,Salary account,1995-10-14,Single Owner
11362,67,POPLATEK MESICNE,NRI account,1995-10-14,Single Owner
1796,18,POPLATEK MESICNE,NRI account,1995-10-14,Single Owner
2834,70,POPLATEK MESICNE,NRI account,1995-10-14,Single Owner
8114,59,POPLATEK MESICNE,NRI account,1995-10-14,Single Owner
260,24,POPLATEK MESICNE,Savings account,1995-10-14,Joint Account
1749,64,POPLATEK MESICNE,NRI account,1995-10-14,Single Owner
2424,1,POPLATEK MESICNE,Savings account,1995-10-13,Single Owner
917,56,POPLATEK MESICNE,Salary account,1995-10-13,Joint Account
1581,39,POPLATEK MESICNE,Savings account,1995-10-12,Joint Account
5063,43,POPLATEK MESICNE,Salary account,1995-10-11,Single Owner
1257,66,POPLATEK MESICNE,NRI account,1995-10-11,Single Owner
990,17,POPLATEK MESICNE,NRI account,1995-10-11,Single Owner
2965,6,POPLATEK MESICNE,Savings account,1995-10-10,Single Owner
2301,22,POPLATEK MESICNE,NRI account,1995-10-10,Single Owner
2674,50,POPLATEK MESICNE,Savings account,1995-10-10,Single Owner
11,76,POPLATEK MESICNE,Salary account,1995-10-10,Single Owner
8533,47,POPLATEK MESICNE,Salary account,1995-10-10,Single Owner
1089,74,POPLATEK MESICNE,Savings account,1995-10-10,Single Owner
6400,31,POPLATEK PO OBRATU,Salary account,1995-10-09,Single Owner
3486,64,POPLATEK MESICNE,Salary account,1995-10-09,Joint Account
4473,45,POPLATEK MESICNE,Salary account,1995-10-09,Single Owner
521,9,POPLATEK MESICNE,Salary account,1995-10-08,Single Owner
3132,56,POPLATEK MESICNE,Salary account,1995-10-08,Single Owner
3944,22,POPLATEK MESICNE,Salary account,1995-10-08,Joint Account
1427,17,POPLATEK MESICNE,Savings account,1995-10-08,Single Owner
1742,68,POPLATEK MESICNE,NRI account,1995-10-08,Single Owner
1690,16,POPLATEK MESICNE,Savings account,1995-10-07,Single Owner
1448,1,POPLATEK MESICNE,NRI account,1995-10-07,Joint Account
3677,1,POPLATEK MESICNE,Savings account,1995-10-04,Single Owner
2565,74,POPLATEK MESICNE,Savings account,1995-10-04,Single Owner
4190,62,POPLATEK MESICNE,NRI account,1995-10-04,Single Owner
3317,4,POPLATEK MESICNE,Savings account,1995-10-04,Single Owner
2835,73,POPLATEK MESICNE,Salary account,1995-10-03,Single Owner
331,65,POPLATEK MESICNE,Savings account,1995-10-02,Single Owner
7487,4,POPLATEK MESICNE,Savings account,1995-10-01,Single Owner
992,22,POPLATEK MESICNE,Savings account,1995-10-01,Single Owner
4047,45,POPLATEK TYDNE,Savings account,1995-09-29,Single Owner
3417,48,POPLATEK MESICNE,NRI account,1995-09-28,Single Owner
169,4,POPLATEK MESICNE,NRI account,1995-09-28,Single Owner
80,43,POPLATEK MESICNE,Salary account,1995-09-27,Joint Account
2731,1,POPLATEK MESICNE,NRI account,1995-09-26,Single Owner
1704,70,POPLATEK MESICNE,Savings account,1995-09-22,Single Owner
1660,1,POPLATEK MESICNE,Savings account,1995-09-22,Single Owner
5429,71,POPLATEK MESICNE,Savings account,1995-09-22,Single Owner
3440,22,POPLATEK MESICNE,Salary account,1995-09-22,Single Owner
2148,1,POPLATEK MESICNE,NRI account,1995-09-22,Single Owner
676,39,POPLATEK MESICNE,NRI account,1995-09-22,Single Owner
2353,51,POPLATEK MESICNE,Salary account,1995-09-21,Single Owner
1335,54,POPLATEK MESICNE,Savings account,1995-09-21,Single Owner
2119,74,POPLATEK MESICNE,Salary account,1995-09-21,Single Owner
8,57,POPLATEK MESICNE,Savings account,1995-09-21,Joint Account
1376,64,POPLATEK MESICNE,Savings account,1995-09-20,Joint Account
3770,23,POPLATEK MESICNE,Savings account,1995-09-20,Single Owner
11271,5,POPLATEK MESICNE,Salary account,1995-09-20,Single Owner
3758,38,POPLATEK MESICNE,Salary account,1995-09-19,Single Owner
138,22,POPLATEK MESICNE,NRI account,1995-09-19,Joint Account
9377,1,POPLATEK MESICNE,Savings account,1995-09-17,Single Owner
3234,1,POPLATEK MESICNE,Savings account,1995-09-16,Single Owner
1452,45,POPLATEK MESICNE,Savings account,1995-09-16,Single Owner
994,72,POPLATEK MESICNE,Savings account,1995-09-15,Single Owner
1674,1,POPLATEK MESICNE,NRI account,1995-09-15,Joint Account
3368,24,POPLATEK MESICNE,Salary account,1995-09-14,Joint Account
5125,1,POPLATEK MESICNE,Salary account,1995-09-14,Single Owner
2358,7,POPLATEK MESICNE,Savings account,1995-09-13,Single Owner
1613,1,POPLATEK MESICNE,Savings account,1995-09-13,Single Owner
2866,43,POPLATEK MESICNE,Salary account,1995-09-13,Single Owner
3010,46,POPLATEK MESICNE,Salary account,1995-09-13,Single Owner
3628,70,POPLATEK MESICNE,Savings account,1995-09-12,Single Owner
6463,16,POPLATEK MESICNE,NRI account,1995-09-11,Single Owner
301,60,POPLATEK MESICNE,Salary account,1995-09-10,Joint Account
372,55,POPLATEK MESICNE,Savings account,1995-09-10,Single Owner
3492,33,POPLATEK MESICNE,Savings account,1995-09-10,Single Owner
803,19,POPLATEK MESICNE,Savings account,1995-09-09,Single Owner
2456,65,POPLATEK MESICNE,Savings account,1995-09-09,Single Owner
619,1,POPLATEK TYDNE,NRI account,1995-09-09,Single Owner
1423,76,POPLATEK MESICNE,Salary account,1995-09-08,Joint Account
2853,54,POPLATEK MESICNE,NRI account,1995-09-08,Single Owner
7957,51,POPLATEK MESICNE,NRI account,1995-09-07,Joint Account
1149,18,POPLATEK MESICNE,NRI account,1995-09-07,Single Owner
219,28,POPLATEK MESICNE,Salary account,1995-09-06,Single Owner
3552,62,POPLATEK MESICNE,Salary account,1995-09-06,Single Owner
3866,60,POPLATEK MESICNE,NRI account,1995-09-05,Single Owner
3914,33,POPLATEK MESICNE,Salary account,1995-09-05,Single Owner
3807,53,POPLATEK MESICNE,NRI account,1995-09-05,Single Owner
3925,1,POPLATEK MESICNE,Salary account,1995-09-05,Single Owner
3855,33,POPLATEK MESICNE,NRI account,1995-09-04,Single Owner
429,63,POPLATEK MESICNE,NRI account,1995-09-03,Single Owner
3269,37,POPLATEK MESICNE,Salary account,1995-09-03,Single Owner
1810,50,POPLATEK MESICNE,Salary account,1995-09-03,Single Owner
665,8,POPLATEK MESICNE,Salary account,1995-09-03,Single Owner
6872,15,POPLATEK MESICNE,Salary account,1995-09-02,Single Owner
532,26,POPLATEK MESICNE,Salary account,1995-09-02,Single Owner
674,49,POPLATEK MESICNE,Savings account,1995-09-02,Single Owner
10365,22,POPLATEK MESICNE,Salary account,1995-09-02,Single Owner
430,54,POPLATEK MESICNE,Savings account,1995-09-02,Single Owner
1640,13,POPLATEK MESICNE,NRI account,1995-09-01,Single Owner
2833,64,POPLATEK MESICNE,Salary account,1995-08-30,Single Owner
3553,70,POPLATEK MESICNE,Savings account,1995-08-30,Single Owner
9052,43,POPLATEK PO OBRATU,Salary account,1995-08-30,Single Owner
3139,12,POPLATEK MESICNE,Savings account,1995-08-30,Single Owner
1562,1,POPLATEK MESICNE,Savings account,1995-08-30,Single Owner
1961,13,POPLATEK MESICNE,NRI account,1995-08-30,Joint Account
353,24,POPLATEK MESICNE,NRI account,1995-08-30,Single Owner
213,73,POPLATEK MESICNE,NRI account,1995-08-29,Single Owner
32,5,POPLATEK MESICNE,Savings account,1995-08-28,Single Owner
5066,13,POPLATEK TYDNE,Savings account,1995-08-27,Single Owner
2236,73,POPLATEK MESICNE,Savings account,1995-08-27,Single Owner
3995,12,POPLATEK MESICNE,NRI account,1995-08-27,Single Owner
894,46,POPLATEK MESICNE,Savings account,1995-08-27,Single Owner
418,36,POPLATEK MESICNE,NRI account,1995-08-27,Single Owner
3254,36,POPLATEK MESICNE,Salary account,1995-08-27,Joint Account
3582,19,POPLATEK MESICNE,NRI account,1995-08-26,Joint Account
420,75,POPLATEK MESICNE,Salary account,1995-08-26,Single Owner
937,43,POPLATEK MESICNE,Salary account,1995-08-26,Single Owner
4258,51,POPLATEK MESICNE,NRI account,1995-08-26,Single Owner
3315,23,POPLATEK MESICNE,Savings account,1995-08-24,Joint Account
3763,55,POPLATEK MESICNE,NRI account,1995-08-23,Single Owner
995,64,POPLATEK MESICNE,NRI account,1995-08-23,Single Owner
2858,56,POPLATEK MESICNE,NRI account,1995-08-22,Single Owner
2855,27,POPLATEK MESICNE,NRI account,1995-08-21,Single Owner
5024,70,POPLATEK MESICNE,NRI account,1995-08-20,Single Owner
560,36,POPLATEK MESICNE,Savings account,1995-08-20,Single Owner
11382,74,POPLATEK MESICNE,NRI account,1995-08-20,Single Owner
6856,43,POPLATEK MESICNE,Salary account,1995-08-19,Single Owner
11138,70,POPLATEK TYDNE,Savings account,1995-08-18,Single Owner
5213,1,POPLATEK MESICNE,Salary account,1995-08-18,Single Owner
531,31,POPLATEK MESICNE,Salary account,1995-08-18,Single Owner
2280,68,POPLATEK MESICNE,Savings account,1995-08-17,Single Owner
3896,45,POPLATEK MESICNE,NRI account,1995-08-17,Single Owner
3679,64,POPLATEK MESICNE,NRI account,1995-08-15,Joint Account
2562,35,POPLATEK MESICNE,Savings account,1995-08-15,Single Owner
3631,1,POPLATEK MESICNE,NRI account,1995-08-13,Single Owner
2514,16,POPLATEK MESICNE,NRI account,1995-08-13,Single Owner
75,1,POPLATEK MESICNE,Salary account,1995-08-13,Single Owner
1122,13,POPLATEK MESICNE,NRI account,1995-08-12,Single Owner
786,53,POPLATEK MESICNE,Salary account,1995-08-12,Single Owner
3216,3,POPLATEK MESICNE,Salary account,1995-08-11,Single Owner
2206,45,POPLATEK MESICNE,NRI account,1995-08-10,Single Owner
1203,72,POPLATEK MESICNE,Salary account,1995-08-09,Single Owner
2608,19,POPLATEK MESICNE,Savings account,1995-08-09,Single Owner
3270,30,POPLATEK MESICNE,NRI account,1995-08-08,Single Owner
1520,48,POPLATEK MESICNE,Savings account,1995-08-08,Single Owner
4681,70,POPLATEK MESICNE,NRI account,1995-08-08,Single Owner
3902,1,POPLATEK MESICNE,Savings account,1995-08-08,Single Owner
8327,1,POPLATEK TYDNE,Savings account,1995-08-08,Single Owner
3203,23,POPLATEK MESICNE,NRI account,1995-08-07,Single Owner
5118,72,POPLATEK MESICNE,Salary account,1995-08-05,Single Owner
1971,41,POPLATEK MESICNE,NRI account,1995-08-04,Single Owner
2830,20,POPLATEK MESICNE,NRI account,1995-08-04,Single Owner
1927,42,POPLATEK MESICNE,Savings account,1995-08-04,Joint Account
2265,65,POPLATEK MESICNE,NRI account,1995-08-03,Single Owner
675,58,POPLATEK MESICNE,Savings account,1995-08-03,Joint Account
5033,54,POPLATEK MESICNE,Salary account,1995-08-03,Single Owner
1009,1,POPLATEK TYDNE,Savings account,1995-08-01,Single Owner
2577,7,POPLATEK MESICNE,NRI account,1995-07-30,Single Owner
4948,43,POPLATEK MESICNE,Savings account,1995-07-29,Single Owner
1803,24,POPLATEK MESICNE,Salary account,1995-07-29,Single Owner
2957,25,POPLATEK MESICNE,NRI account,1995-07-28,Single Owner
6985,38,POPLATEK MESICNE,Savings account,1995-07-27,Joint Account
1252,13,POPLATEK TYDNE,NRI account,1995-07-26,Single Owner
3357,54,POPLATEK MESICNE,NRI account,1995-07-26,Single Owner
2520,18,POPLATEK MESICNE,Salary account,1995-07-25,Single Owner
2553,41,POPLATEK MESICNE,NRI account,1995-07-24,Single Owner
10018,8,POPLATEK MESICNE,Savings account,1995-07-23,Single Owner
953,14,POPLATEK MESICNE,Savings account,1995-07-22,Single Owner
4081,11,POPLATEK MESICNE,Salary account,1995-07-22,Single Owner
2144,55,POPLATEK PO OBRATU,Salary account,1995-07-21,Single Owner
720,54,POPLATEK MESICNE,Savings account,1995-07-20,Single Owner
1472,2,POPLATEK MESICNE,Salary account,1995-07-20,Single Owner
2244,46,POPLATEK MESICNE,Salary account,1995-07-19,Joint Account
2310,15,POPLATEK MESICNE,Savings account,1995-07-19,Single Owner
1994,42,POPLATEK MESICNE,Savings account,1995-07-19,Single Owner
3532,73,POPLATEK MESICNE,Savings account,1995-07-18,Single Owner
1251,34,POPLATEK TYDNE,NRI account,1995-07-18,Single Owner
1936,70,POPLATEK MESICNE,Savings account,1995-07-18,Single Owner
8547,14,POPLATEK TYDNE,Savings account,1995-07-17,Single Owner
1135,1,POPLATEK MESICNE,NRI account,1995-07-17,Joint Account
4263,5,POPLATEK MESICNE,Savings account,1995-07-17,Single Owner
1344,12,POPLATEK PO OBRATU,Savings account,1995-07-16,Single Owner
1220,1,POPLATEK MESICNE,Savings account,1995-07-15,Single Owner
1568,23,POPLATEK MESICNE,Savings account,1995-07-15,Joint Account
3895,27,POPLATEK MESICNE,Salary account,1995-07-14,Single Owner
5263,64,POPLATEK MESICNE,NRI account,1995-07-14,Single Owner
5794,70,POPLATEK MESICNE,Savings account,1995-07-14,Joint Account
1075,35,POPLATEK MESICNE,Salary account,1995-07-13,Single Owner
2281,1,POPLATEK MESICNE,Salary account,1995-07-13,Single Owner
2307,60,POPLATEK MESICNE,NRI account,1995-07-12,Single Owner
3474,23,POPLATEK MESICNE,Salary account,1995-07-12,Joint Account
625,70,POPLATEK MESICNE,NRI account,1995-07-12,Single Owner
731,5,POPLATEK MESICNE,NRI account,1995-07-11,Joint Account
1103,66,POPLATEK MESICNE,NRI account,1995-07-09,Single Owner
3330,76,POPLATEK MESICNE,Salary account,1995-07-08,Single Owner
6649,1,POPLATEK MESICNE,Savings account,1995-07-08,Single Owner
3779,74,POPLATEK MESICNE,Salary account,1995-07-08,Single Owner
3458,63,POPLATEK MESICNE,NRI account,1995-07-07,Single Owner
2041,48,POPLATEK MESICNE,Savings account,1995-07-05,Single Owner
5742,74,POPLATEK PO OBRATU,Savings account,1995-07-05,Single Owner
4415,73,POPLATEK MESICNE,NRI account,1995-07-05,Single Owner
4330,47,POPLATEK MESICNE,Savings account,1995-07-05,Joint Account
1597,68,POPLATEK MESICNE,Savings account,1995-07-04,Single Owner
1725,72,POPLATEK PO OBRATU,NRI account,1995-07-03,Single Owner
3410,39,POPLATEK MESICNE,Savings account,1995-07-03,Joint Account
2292,41,POPLATEK MESICNE,NRI account,1995-06-29,Single Owner
638,65,POPLATEK MESICNE,Salary account,1995-06-28,Single Owner
2533,49,POPLATEK MESICNE,Savings account,1995-06-27,Single Owner
99,1,POPLATEK MESICNE,Savings account,1995-06-27,Single Owner
9235,37,POPLATEK MESICNE,NRI account,1995-06-24,Single Owner
3363,30,POPLATEK MESICNE,Savings account,1995-06-24,Single Owner
3436,5,POPLATEK MESICNE,Salary account,1995-06-24,Single Owner
1151,40,POPLATEK MESICNE,NRI account,1995-06-23,Single Owner
1728,74,POPLATEK MESICNE,Savings account,1995-06-23,Single Owner
3810,43,POPLATEK MESICNE,Savings account,1995-06-22,Single Owner
2781,16,POPLATEK MESICNE,NRI account,1995-06-20,Single Owner
1031,74,POPLATEK MESICNE,NRI account,1995-06-20,Single Owner
7184,5,POPLATEK MESICNE,Salary account,1995-06-19,Single Owner
2297,46,POPLATEK MESICNE,Savings account,1995-06-18,Single Owner
1846,6,POPLATEK MESICNE,Savings account,1995-06-17,Single Owner
2096,32,POPLATEK MESICNE,Salary account,1995-06-17,Single Owner
458,7,POPLATEK MESICNE,Savings account,1995-06-16,Single Owner
120,65,POPLATEK TYDNE,Savings account,1995-06-16,Single Owner
10019,8,POPLATEK MESICNE,NRI account,1995-06-15,Single Owner
2328,35,POPLATEK MESICNE,NRI account,1995-06-14,Joint Account
1519,9,POPLATEK MESICNE,Savings account,1995-06-14,Single Owner
808,69,POPLATEK MESICNE,Savings account,1995-06-13,Single Owner
3601,54,POPLATEK MESICNE,Salary account,1995-06-13,Single Owner
131,52,POPLATEK MESICNE,Savings account,1995-06-13,Single Owner
3124,6,POPLATEK MESICNE,Savings account,1995-06-13,Single Owner
7618,72,POPLATEK TYDNE,NRI account,1995-06-13,Single Owner
807,76,POPLATEK TYDNE,Savings account,1995-06-13,Single Owner
3847,33,POPLATEK MESICNE,NRI account,1995-06-13,Single Owner
